train,stations
0,"[Helmond, Eindhoven, Helmond, Eindhoven, Weert, Eindhoven, Helmond, Venlo]"
1,"[Heerenveen, Leeuwarden, Groningen, Assen, Zwolle, Steenwijk]"
2,"[Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Amersfoort, Utrecht Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag Laan v NOI]"
3,"[Oss, Nijmegen, Arnhem Centraal, Nijmegen, Arnhem Centraal]"
4,"[Den Haag Centraal, Gouda, Utrecht Centraal, s-Hertogenbosch, Tilburg, Breda, Etten-Leur]"
5,"[Maastricht, Sittard, Heerlen]"
6,"[Helmond, Eindhoven, Helmond, Eindhoven, Tilburg, Breda]"
7,"[Zutphen, Dieren, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch, Oss]"
8,"[Hilversum, Amsterdam Amstel, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Hilversum, Utrecht Centraal]"
9,"[Gouda, Rotterdam Alexander, Gouda, Den Haag HS, Leiden Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag Laan v NOI, Delft, Schiedam Centrum, Rotterdam Centraal, Dordrecht]"
10,"[Amsterdam Amstel, Amsterdam Centraal, Amsterdam Amstel, Almere Centrum, Lelystad Centrum]"
11,"[Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn]"
12,"[Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Utrecht Centraal, s-Hertogenbosch, Oss]"
13,"[Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag HS, Delft, Den Haag Centraal, Leiden Centraal, Alphen a/d Rijn, Gouda, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum]"
14,"[Castricum, Zaandam, Hoorn]"
15,"[Utrecht Centraal, Amersfoort, Apeldoorn, Deventer, Almelo, Hengelo]"
16,"[Schiedam Centrum, Delft, Den Haag Laan v NOI, Delft, Den Haag Laan v NOI, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Amsterdam Sloterdijk]"
score,4638.842696629214
connections missing,[['Den Haag Laan v NOI': 'Gouda']: ['Haarlem': 'Beverwijk']: ['Roosendaal': 'Vlissingen']: ['Roosendaal': 'Dordrecht']: ['Zwolle': 'Amersfoort']: ['Zwolle': 'Almelo']]
