train,stations
0,"[Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Den Haag HS, Gouda, Den Haag Laan v NOI, Delft, Den Haag HS]"
1,"[Zwolle, Assen, Groningen, Leeuwarden, Heerenveen, Leeuwarden, Heerenveen]"
2,"[Almelo, Deventer, Apeldoorn, Deventer, Almelo, Hengelo, Enschede, Hengelo, Enschede, Hengelo]"
3,"[Deventer, Apeldoorn, Amersfoort, Utrecht Centraal, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid]"
4,"[Hilversum, Amsterdam Amstel, Utrecht Centraal, Ede-Wageningen]"
5,"[Utrecht Centraal, Alphen a/d Rijn, Gouda, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Etten-Leur, Roosendaal]"
6,"[Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Dordrecht, Breda, Tilburg, Breda, Etten-Leur, Roosendaal]"
7,"[Den Helder, Alkmaar, Castricum, Beverwijk, Haarlem]"
8,"[Hilversum, Utrecht Centraal, Amersfoort, Apeldoorn, Zutphen, Apeldoorn, Deventer]"
9,"[Almere Centrum, Lelystad Centrum, Almere Centrum, Amsterdam Amstel, Almere Centrum]"
10,"[Weert, Roermond, Sittard, Heerlen, Sittard, Roermond, Sittard, Maastricht, Sittard, Heerlen]"
11,"[Venlo, Helmond, Eindhoven, Helmond, Eindhoven, Helmond, Eindhoven]"
12,"[Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Haarlem, Beverwijk, Castricum, Alkmaar, Hoorn, Zaandam, Hoorn]"
13,"[Helmond, Eindhoven, Tilburg, s-Hertogenbosch, Tilburg, Eindhoven, Weert]"
14,"[Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Gouda, Den Haag Centraal, Leiden Centraal, Den Haag Laan v NOI]"
15,"[Zwolle, Almelo, Hengelo, Enschede, Hengelo, Almelo, Deventer, Zutphen, Deventer, Zutphen, Deventer, Apeldoorn]"
16,"[Gouda, Utrecht Centraal, Ede-Wageningen, Utrecht Centraal, Schiphol Airport, Leiden Centraal, Den Haag Laan v NOI, Delft, Den Haag Centraal]"
17,"[Apeldoorn, Zutphen, Dieren, Arnhem Centraal, Dieren]"
score,4610.202247191011
connections missing,[['Amsterdam Amstel': 'Amsterdam Centraal']: ['Hilversum': 'Almere Centrum']: ['Roosendaal': 'Vlissingen']: ['Steenwijk': 'Zwolle']: ['Zwolle': 'Amersfoort']]
