train,stations
0,"[Breda, Tilburg]"
1,"[Dordrecht, Breda, Etten-Leur, Roosendaal, Dordrecht, Rotterdam Centraal, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal]"
2,"[Utrecht Centraal, Amersfoort, Zwolle, Deventer, Apeldoorn]"
3,"[Lelystad Centrum, Almere Centrum, Lelystad Centrum, Almere Centrum, Amsterdam Centraal, Utrecht Centraal, Gouda, Utrecht Centraal, Hilversum]"
4,"[Castricum, Alkmaar, Castricum]"
5,"[Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Hilversum, Amsterdam Amstel, Utrecht Centraal, Gouda, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum]"
6,"[Heerenveen, Leeuwarden, Groningen, Assen, Zwolle, Steenwijk]"
7,"[Leiden Centraal, Alphen a/d Rijn, Utrecht Centraal, Amsterdam Centraal, Almere Centrum, Amsterdam Amstel]"
8,"[Enschede, Hengelo, Almelo, Deventer, Zutphen, Dieren, Zutphen, Dieren, Zutphen, Apeldoorn]"
9,"[Schiphol Airport, Leiden Centraal, Den Haag Laan v NOI, Gouda, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum]"
10,"[Gouda, Den Haag HS, Delft, Den Haag Laan v NOI, Delft, Schiedam Centrum, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag Centraal, Leiden Centraal]"
11,"[s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Deventer, Apeldoorn, Amersfoort, Utrecht Centraal, Gouda, Den Haag Centraal]"
12,"[Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Haarlem, Beverwijk, Castricum, Beverwijk, Castricum, Zaandam, Amsterdam Sloterdijk, Haarlem, Amsterdam Sloterdijk]"
score,4717.606741573034
connections missing,[['Alkmaar': 'Den Helder']: ['Amsterdam Amstel': 'Amsterdam Zuid']: ['Eindhoven': 's-Hertogenbosch']: ['Hilversum': 'Almere Centrum']: ['Leiden Centraal': 'Heemstede-Aerdenhout']: ['Maastricht': 'Sittard']: ['Roermond': 'Weert']: ['Roosendaal': 'Vlissingen']: ['Sittard': 'Heerlen']: ['Sittard': 'Roermond']: ['Utrecht Centraal': 'Ede-Wageningen']: ['Utrecht Centraal': 'Schiphol Airport']: ['Utrecht Centraal': 's-Hertogenbosch']: ['Zwolle': 'Almelo']: ['s-Hertogenbosch': 'Tilburg']]
