train,stations
0,"[Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag HS, Delft, Schiedam Centrum, Delft, Schiedam Centrum, Delft, Den Haag Laan v NOI, Leiden Centraal]"
1,"[Leiden Centraal, Den Haag Centraal, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk]"
2,"[Castricum, Beverwijk, Castricum, Alkmaar, Castricum, Alkmaar, Castricum]"
3,"[Eindhoven, Helmond, Eindhoven, Helmond, Venlo]"
4,"[Almere Centrum, Lelystad Centrum, Almere Centrum, Hilversum, Almere Centrum, Amsterdam Amstel, Amsterdam Zuid]"
5,"[Rotterdam Alexander, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Blaak, Dordrecht, Breda, Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Rotterdam Alexander, Gouda, Rotterdam Alexander, Rotterdam Centraal, Dordrecht]"
6,"[Alphen a/d Rijn, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal]"
7,"[Gouda, Den Haag HS, Leiden Centraal, Den Haag HS, Leiden Centraal]"
8,"[Roosendaal, Etten-Leur, Breda, Etten-Leur]"
9,"[Enschede, Hengelo, Enschede, Hengelo, Almelo, Hengelo, Almelo, Zwolle, Steenwijk, Heerenveen]"
10,"[Heerlen, Sittard, Heerlen, Sittard, Heerlen, Sittard, Heerlen]"
11,"[Den Helder, Alkmaar, Castricum, Beverwijk, Zaandam, Castricum, Zaandam, Amsterdam Sloterdijk, Zaandam]"
12,"[Deventer, Apeldoorn, Deventer, Zutphen, Dieren, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Amersfoort, Zwolle]"
13,"[Roermond, Weert, Roermond, Sittard, Maastricht, Sittard, Heerlen]"
14,"[Dieren, Arnhem Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Arnhem Centraal, Nijmegen, Arnhem Centraal, Nijmegen, Oss, s-Hertogenbosch]"
15,"[Nijmegen, Oss, s-Hertogenbosch, Oss, s-Hertogenbosch]"
score,4899.0
connections missing,[['Assen': 'Zwolle']: ['Deventer': 'Almelo']: ['Groningen': 'Assen']: ['Leeuwarden': 'Groningen']: ['Roosendaal': 'Vlissingen']: ['Zwolle': 'Deventer']]
